"key","from","to","rho_ctrl","padj_ctrl","rho_low","padj_low","delta_rho","sig_ctrl","sig_low","edge_state"
"TG/PA||TG/PC","TG/PA","TG/PA",0.163861745985339,0.00332464459099779,0.29978246933515,2.25606846078598e-08,0.135920723349811,TRUE,TRUE,"stable_or_weak"
"DGDG/SQDG||SQDG/PA","DGDG/SQDG","SQDG/PA",-0.163743995107572,0.0033481434267501,0.0191695210301995,0.758346372760138,0.182913516137771,TRUE,FALSE,"lost_in_LI"
"PE/LPC||TG/MGDG","PE/LPC","PE/LPC",0.163617929247548,0.00337360333605133,-0.15258850762162,0.00646509723608769,-0.316206436869168,TRUE,TRUE,"sign_flip"
"MGDG/PS||SQDG/PG","MGDG/PS","SQDG/PG",0.163517881235231,0.00339353685015293,0.0472046907228938,0.431043045162725,-0.116313190512337,TRUE,FALSE,"lost_in_LI"
"DGDG/PG||TG/LPE","DGDG/PG","DGDG/PG",0.163388864897632,0.00341995978127652,0.257909828040802,1.95696039465267e-06,0.0945209631431706,TRUE,TRUE,"stable_or_weak"
"DGDG/PA||TG/DGDG","DGDG/PA","DGDG/PA",-0.163362042374222,0.00342394178212406,-0.214170875567632,9.4721586676476e-05,-0.0508088331934092,TRUE,TRUE,"stable_or_weak"
"DG/PS||MG/PA","DG/PS","MG/PA",-0.163296595417104,0.00343647330459036,0.0495100866099281,0.406446640676751,0.212806682027032,TRUE,FALSE,"lost_in_LI"
"MG/PS||TG/LPC","MG/PS","MG/PS",0.163113129356984,0.00347536229028254,-0.34986602149557,3.79433715262455e-11,-0.512979150852554,TRUE,TRUE,"sign_flip"
"DG/PG||MGDG/SQDG","DG/PG","MGDG/SQDG",0.162985722370789,0.0035019986476111,0.229018215175647,2.76963626916478e-05,0.0660324928048581,TRUE,TRUE,"stable_or_weak"
"DGDG/MGDG||SQDG/PS","DGDG/MGDG","SQDG/PS",-0.162940392306227,0.00351024347273585,-0.268952660928435,6.54238067046263e-07,-0.106012268622207,TRUE,TRUE,"stable_or_weak"
"DGDG/SQDG||PE/LPC","DGDG/SQDG","DGDG/SQDG",0.162907937052902,0.0035155943251723,0.214053392915099,9.55908797981721e-05,0.0511454558621966,TRUE,TRUE,"stable_or_weak"
"PC/SQDG||TG/DGDG","PC/SQDG","PC/SQDG",0.162874140673406,0.00352125675477687,0.0458380831551871,0.446098738742358,-0.117036057518219,TRUE,FALSE,"lost_in_LI"
"DG/MGDG||DG/PS","DG/MGDG","DG/PS",-0.162703281199289,0.00355812955565043,-0.320849415671328,1.75425628321703e-09,-0.158146134472039,TRUE,TRUE,"stable_or_weak"
"DGDG/PA||SQDG/PG","DGDG/PA","SQDG/PG",0.162630592160849,0.0035727660414674,-0.0273297373270283,0.660120638402405,-0.189960329487878,TRUE,FALSE,"lost_in_LI"
"PC/PG||TG/PE","PC/PG","PC/PG",-0.162416011973574,0.00362026479421169,-0.332865369708251,3.7678888491482e-10,-0.170449357734677,TRUE,TRUE,"stable_or_weak"
"MG/PA||MG/PC","MG/PA","MG/PA",-0.162237642192902,0.0036598359856493,0.242308239074516,8.54137082137051e-06,0.404545881267418,TRUE,TRUE,"sign_flip"
"DG/SQDG||PC/MGDG","DG/SQDG","PC/MGDG",-0.162161734451654,0.00367560740976259,-0.119996995877378,0.0352405989242948,0.0421647385742756,TRUE,TRUE,"stable_or_weak"
"PC/LPC||TG/SQDG","PC/LPC","PC/LPC",0.16167007759756,0.0037908871198025,-0.0393666129322114,0.518550480022873,-0.201036690529772,TRUE,FALSE,"lost_in_LI"
"DGDG/PG||PC/PE","DGDG/PG","DGDG/PG",-0.161603557739505,0.00380488595797587,-0.364270521242097,4.73490155914053e-12,-0.202666963502592,TRUE,TRUE,"rewired_strength"
"LPE/PA||MG/DGDG","LPE/PA","LPE/PA",-0.16132540817175,0.00387082898539639,-0.110233597356372,0.0538340213918492,0.0510918108153779,TRUE,FALSE,"lost_in_LI"
"DGDG/PG||PG/PS","DGDG/PG","PG/PS",-0.161177079617296,0.00390539412197739,-0.267954594832373,7.25187886930057e-07,-0.106777515215076,TRUE,TRUE,"stable_or_weak"
"DG/PC||DGDG/PA","DG/PC","DGDG/PA",-0.160707953682867,0.00402142974499917,0.224988399258625,3.90440923712104e-05,0.385696352941492,TRUE,TRUE,"sign_flip"
"DG/LPC||SQDG/PA","DG/LPC","SQDG/PA",0.160275842830742,0.00413088925791135,0.468664318801784,4.38024369713459e-20,0.308388475971042,TRUE,TRUE,"rewired_strength"
"DGDG/PA||MGDG/PS","DGDG/PA","MGDG/PS",-0.160159164853911,0.00415920491727152,0.0668218796687955,0.254866930637388,0.226981044522707,TRUE,FALSE,"lost_in_LI"
"DG/PS||DG/SQDG","DG/PS","DG/PS",0.16003068496678,0.00419082445977074,-0.0338116683341335,0.582240037605476,-0.193842353300914,TRUE,FALSE,"lost_in_LI"
"PC/LPC||PE/PS","PC/LPC","PE/PS",0.159939488387189,0.00421271608448126,0.272235469568506,4.66875262409439e-07,0.112295981181318,TRUE,TRUE,"stable_or_weak"
"DG/MG||SQDG/LPE","DG/MG","SQDG/LPE",0.15881911158438,0.00451853236563411,-0.153490012633409,0.00614833412671897,-0.312309124217788,TRUE,TRUE,"sign_flip"
"DG/MG||MG/SQDG","DG/MG","MG/SQDG",-0.15878048715067,0.00452698292000875,-0.0155487485951703,0.803227896116918,0.1432317385555,TRUE,FALSE,"lost_in_LI"
"DG/PA||TG/DGDG","DG/PA","DG/PA",-0.158400680219194,0.00463361367739176,-0.202892004473997,0.000228073978634641,-0.0444913242548032,TRUE,TRUE,"stable_or_weak"
"DG/LPC||MG/PA","DG/LPC","MG/PA",0.158376003497657,0.00463819836186009,0.517295699544822,7.01008745474956e-25,0.358919696047165,TRUE,TRUE,"rewired_strength"
"MG/PS||PC/LPE","MG/PS","PC/LPE",-0.158362055785484,0.00463966656587456,0.113958977632698,0.0458180898401686,0.272321033418182,TRUE,TRUE,"sign_flip"
"DG/PG||MGDG/LPC","DG/PG","MGDG/LPC",0.158327454730286,0.00464714829085278,0.347734435560229,5.09606144093733e-11,0.189406980829943,TRUE,TRUE,"stable_or_weak"
"MGDG/PA||PE/PS","MGDG/PA","MGDG/PA",-0.158303046233984,0.00465166953035954,0.138977418117542,0.0137280727051193,0.297280464351525,TRUE,TRUE,"sign_flip"
"LPC/PS||SQDG/PG","LPC/PS","LPC/PS",0.158179126175832,0.00468531010734571,-0.0193009513949053,0.757134463281402,-0.177480077570738,TRUE,FALSE,"lost_in_LI"
"MG/MGDG||PE/LPE","MG/MGDG","PE/LPE",-0.15805708369432,0.00471861522440739,-0.40649078243983,5.81663563933124e-15,-0.248433698745511,TRUE,TRUE,"rewired_strength"
"DG/PS||TG/PA","DG/PS","DG/PS",-0.158029188269974,0.00472422990370643,-0.139298215497518,0.013497956039747,0.0187309727724565,TRUE,TRUE,"stable_or_weak"
"LPE/PS||MG/LPC","LPE/PS","LPE/PS",-0.157975006772687,0.00473763512984479,-0.448269544902245,2.75108598373434e-18,-0.290294538129558,TRUE,TRUE,"rewired_strength"
"DG/MG||PC/PS","DG/MG","PC/PS",0.157903658860418,0.0047561772959155,-0.25950120835468,1.67295385389349e-06,-0.417404867215098,TRUE,TRUE,"sign_flip"
"LPC/LPE||LPC/PS","LPC/LPE","LPC/PS",0.15751392759528,0.00487066022975803,0.422442137111375,3.50551766790369e-16,0.264928209516095,TRUE,TRUE,"rewired_strength"
"DG/DGDG||DG/PA","DG/DGDG","DG/PA",-0.157237655604164,0.00495183974197593,-0.000262860729411702,0.997058351697623,0.156974794874752,TRUE,FALSE,"lost_in_LI"
"MG/DGDG||MG/LPC","MG/DGDG","MG/LPC",-0.157230949973312,0.00495183974197593,0.0814836074148184,0.160138217581476,0.23871455738813,TRUE,FALSE,"lost_in_LI"
"PC/DGDG||TG/SQDG","PC/DGDG","PC/DGDG",0.157221830315352,0.00495190673209671,-0.0112981833104895,0.857122700643662,-0.168520013625842,TRUE,FALSE,"lost_in_LI"
"PE/LPC||TG/DGDG","PE/LPC","PE/LPC",0.156874210411967,0.00505737496690606,-0.110312992025664,0.0536874596863992,-0.267187202437631,TRUE,FALSE,"lost_in_LI"
"MG/PE||MGDG/LPC","MG/PE","MGDG/LPC",-0.156772553048246,0.00508660574798344,0.0557366671941763,0.34629022322379,0.212509220242422,TRUE,FALSE,"lost_in_LI"
"PC/SQDG||TG/PA","PC/SQDG","PC/SQDG",0.156674919063036,0.00511471047801587,-0.151362718301812,0.00694703535163978,-0.308037637364848,TRUE,TRUE,"sign_flip"
"LPE/PA||TG/DGDG","LPE/PA","LPE/PA",-0.156423860243924,0.00519213051012828,-0.201727370507563,0.000249219649556903,-0.0453035102636386,TRUE,TRUE,"stable_or_weak"
"DG/MG||LPC/LPE","DG/MG","LPC/LPE",-0.155955270759963,0.00533933689256222,-0.326443789378817,8.59098806718627e-10,-0.170488518618855,TRUE,TRUE,"stable_or_weak"
"DG/MGDG||PC/LPC","DG/MGDG","PC/LPC",-0.15595446608426,0.00533933689256222,-0.437618052631155,2.14749947065851e-17,-0.281663586546895,TRUE,TRUE,"rewired_strength"
"PG/PA||TG/DGDG","PG/PA","PG/PA",-0.155761343915713,0.00539846146099087,-0.224044782885084,4.21423743814098e-05,-0.0682834389693714,TRUE,TRUE,"stable_or_weak"
"PE/LPC||TG/PC","PE/LPC","PE/LPC",-0.155758393438138,0.00539846146099087,-0.0602605539923985,0.306681872566458,0.0954978394457394,TRUE,FALSE,"lost_in_LI"
"MGDG/PG||PC/LPE","MGDG/PG","MGDG/PG",-0.155718696103492,0.00540872738879073,-0.199198274775294,0.00030100862040802,-0.0434795786718023,TRUE,TRUE,"stable_or_weak"
"DG/MG||LPC/PG","DG/MG","LPC/PG",-0.155694824057658,0.00541371956176246,-0.0656432979901883,0.26406417303777,0.0900515260674694,TRUE,FALSE,"lost_in_LI"
"LPC/PG||MG/DGDG","LPC/PG","LPC/PG",0.155645738839819,0.00542715690724687,0.12426794627985,0.0289861261518653,-0.0313777925599684,TRUE,TRUE,"stable_or_weak"
"MGDG/PS||TG/PA","MGDG/PS","MGDG/PS",-0.155612747136025,0.00543522414772525,-0.120942221602324,0.033841547533079,0.0346705255337012,TRUE,TRUE,"stable_or_weak"
"DG/DGDG||PE/PS","DG/DGDG","PE/PS",0.155385560362748,0.0055088533849256,-0.0857845990435088,0.138304506966077,-0.241170159406257,TRUE,FALSE,"lost_in_LI"
"PC/DGDG||TG/PG","PC/DGDG","PC/DGDG",-0.155376708930023,0.0055088533849256,-0.261744912437872,1.34459890672999e-06,-0.10636820350785,TRUE,TRUE,"stable_or_weak"
"MG/PA||MGDG/PS","MG/PA","MGDG/PS",-0.155291413305581,0.00553483594316513,0.0797033965361393,0.170120917761434,0.23499480984172,TRUE,FALSE,"lost_in_LI"
"DGDG/PA||MG/MGDG","DGDG/PA","DGDG/PA",-0.155239377610167,0.00554955164041681,-0.2972834148291,2.99319262184361e-08,-0.142044037218933,TRUE,TRUE,"stable_or_weak"
"LPC/PA||MG/MGDG","LPC/PA","LPC/PA",0.15508300229869,0.0056001480711384,-0.206934695202255,0.000167388135175987,-0.362017697500946,TRUE,TRUE,"sign_flip"
"MG/LPC||SQDG/PA","MG/LPC","SQDG/PA",0.154965519646157,0.00563766308304654,0.480375300747544,3.60405682399796e-21,0.325409781101387,TRUE,TRUE,"rewired_strength"
"MGDG/LPE||PC/MGDG","MGDG/LPE","MGDG/LPE",-0.154922871833936,0.00564936255806249,-0.360074673905172,8.79810099903413e-12,-0.205151802071235,TRUE,TRUE,"rewired_strength"
"DG/DGDG||PC/PE","DG/DGDG","PC/PE",-0.15485957067869,0.00566827356046424,0.00135534210787482,0.982972081886168,0.156214912786565,TRUE,FALSE,"lost_in_LI"
"PC/LPC||TG/DG","PC/LPC","PC/LPC",0.154320169732928,0.00585577699315366,-0.101534784789483,0.076610145083636,-0.255854954522412,TRUE,FALSE,"lost_in_LI"
"PE/SQDG||TG/LPE","PE/SQDG","PE/SQDG",0.15383870543773,0.00602749728559813,-0.077483832724015,0.183230768539383,-0.231322538161745,TRUE,FALSE,"lost_in_LI"
"PC/PE||TG/PG","PC/PE","PC/PE",-0.153794448274105,0.00604050411740713,-0.0702868132428163,0.229612097270619,0.0835076350312885,TRUE,FALSE,"lost_in_LI"
"DGDG/LPE||PG/PS","DGDG/LPE","PG/PS",0.153782378138571,0.0060416512557266,0.0193111439538009,0.757134463281402,-0.13447123418477,TRUE,FALSE,"lost_in_LI"
"LPC/PG||TG/PG","LPC/PG","LPC/PG",0.153743217254393,0.0060528034401304,0.0739518428414708,0.20522085948384,-0.079791374412922,TRUE,FALSE,"lost_in_LI"
"DG/MGDG||DGDG/PA","DG/MGDG","DGDG/PA",-0.153725514388943,0.00605603724732013,-0.281070004103846,1.83293902592237e-07,-0.127344489714903,TRUE,TRUE,"stable_or_weak"
"PC/SQDG||TG/LPC","PC/SQDG","PC/SQDG",0.153421615198715,0.00616596404753139,-0.256851679492303,2.17074161752433e-06,-0.410273294691018,TRUE,TRUE,"sign_flip"
"DG/PA||MG/PS","DG/PA","MG/PS",-0.153411690865053,0.00616632628147767,0.0379133686138925,0.535432746443354,0.191325059478946,TRUE,FALSE,"lost_in_LI"
"LPC/PG||MG/PS","LPC/PG","LPC/PG",-0.153337124249975,0.00619102213029021,0.0466269335686563,0.437128204739307,0.199964057818631,TRUE,FALSE,"lost_in_LI"
"MG/MGDG||PE/PG","MG/MGDG","PE/PG",-0.153234125760083,0.00622657435601258,-0.195067606170253,0.000409424531369054,-0.0418334804101701,TRUE,TRUE,"stable_or_weak"
"DG/PS||SQDG/PG","DG/PS","SQDG/PG",0.153216154669399,0.00622999218520522,0.0864691098409156,0.134995062977779,-0.0667470448284834,TRUE,FALSE,"lost_in_LI"
"MG/MGDG||TG/MG","MG/MGDG","MG/MGDG",-0.152870412342652,0.00635888341615591,0.271080759935733,5.26094781368333e-07,0.423951172278386,TRUE,TRUE,"sign_flip"
"DG/PG||PG/PA","DG/PG","PG/PA",-0.152839834665966,0.00636723623122888,0.00431011128664963,0.94877299200832,0.157149945952615,TRUE,FALSE,"lost_in_LI"
"DG/LPC||DGDG/SQDG","DG/LPC","DGDG/SQDG",0.152580729089831,0.00646462847698469,0.268765439715038,6.66239771654863e-07,0.116184710625206,TRUE,TRUE,"stable_or_weak"
"DGDG/LPE||SQDG/PG","DGDG/LPE","SQDG/PG",0.152505357799051,0.00649070540213317,0.105944407637982,0.0642328989221896,-0.0465609501610693,TRUE,FALSE,"lost_in_LI"
"PG/PS||SQDG/LPE","PG/PS","PG/PS",0.151976149412184,0.00669831488710311,0.0737050756261048,0.20673112283053,-0.0782710737860796,TRUE,FALSE,"lost_in_LI"
"MG/PA||SQDG/PS","MG/PA","SQDG/PS",-0.151826211506326,0.00675558233671635,-0.0253250219274129,0.684050610444108,0.126501189578913,TRUE,FALSE,"lost_in_LI"
"DGDG/PG||LPC/PA","DGDG/PG","LPC/PA",0.151315242435378,0.00696313780119796,-0.0144248848643183,0.817266105736978,-0.165740127299696,TRUE,FALSE,"lost_in_LI"
"DGDG/LPE||PC/PG","DGDG/LPE","DGDG/LPE",0.151196418656674,0.00700929881796261,-0.270024488963873,5.86330990324269e-07,-0.421220907620547,TRUE,TRUE,"sign_flip"
"LPC/LPE||PE/DGDG","LPC/LPE","LPC/LPE",-0.151130703474321,0.00703324009223673,-0.0940293062890771,0.102328711599708,0.0571013971852444,TRUE,FALSE,"lost_in_LI"
"DGDG/MGDG||TG/PC","DGDG/MGDG","DGDG/MGDG",-0.150761089101741,0.0071872353439514,0.331073356919272,4.71458702847929e-10,0.481834446021013,TRUE,TRUE,"sign_flip"
"DG/PA||MG/PC","DG/PA","MG/PC",-0.150140415910048,0.00745539654918558,0.244918875277948,6.69126649364133e-06,0.395059291187996,TRUE,TRUE,"sign_flip"
"DG/PC||MG/DGDG","DG/PC","MG/DGDG",0.150048682879988,0.00749232519772423,0.0648388905131417,0.269379650700133,-0.0852097923668463,TRUE,FALSE,"lost_in_LI"
"DGDG/PG||LPC/LPE","DGDG/PG","LPC/LPE",0.149646613254082,0.00767013049525919,-0.267160648139456,7.85185557227678e-07,-0.416807261393537,TRUE,TRUE,"sign_flip"
"MGDG/PS||TG/MGDG","MGDG/PS","MGDG/PS",-0.149603428991393,0.007685739023126,-0.572259878064809,2.33354528468313e-31,-0.422656449073416,TRUE,TRUE,"rewired_strength"
"MGDG/PG||TG/LPE","MGDG/PG","MGDG/PG",0.149483800536987,0.00773652471093704,0.150606591366903,0.0072502109065996,0.0011227908299157,TRUE,TRUE,"stable_or_weak"
"DG/MG||TG/PA","DG/MG","DG/MG",0.149293628846015,0.00782036425558398,0.115649064832721,0.0426750327383113,-0.0336445640132932,TRUE,TRUE,"stable_or_weak"
"LPC/LPE||PE/PS","LPC/LPE","LPC/LPE",-0.149006091395066,0.00795086785682726,0.082967429409824,0.152305906347527,0.23197352080489,TRUE,FALSE,"lost_in_LI"
"DG/PC||TG/PG","DG/PC","DG/PC",0.148898264850961,0.00799760868004228,0.275941537627977,3.15967038208144e-07,0.127043272777016,TRUE,TRUE,"stable_or_weak"
"DGDG/LPC||MGDG/PG","DGDG/LPC","MGDG/PG",0.148744303566591,0.00806663307024225,0.502022418265066,2.71339889152128e-23,0.353278114698475,TRUE,TRUE,"rewired_strength"
"DG/SQDG||PE/MGDG","DG/SQDG","PE/MGDG",-0.148478492359604,0.0081902594451048,-0.125519216996897,0.0273280327149396,0.0229592753627076,TRUE,TRUE,"stable_or_weak"
"LPC/PA||TG/MG","LPC/PA","LPC/PA",-0.148435039871681,0.00820692847424578,-0.183771836886871,0.000912025813922775,-0.0353367970151896,TRUE,TRUE,"stable_or_weak"
"DG/LPC||TG/MG","DG/LPC","DG/LPC",0.148205707296531,0.00831452590855992,-0.0812097494508088,0.161702996638315,-0.22941545674734,TRUE,FALSE,"lost_in_LI"
"MG/MGDG||PC/SQDG","MG/MGDG","PC/SQDG",0.147617489358164,0.00860352631248698,-0.141733700623087,0.0118891013366229,-0.289351189981251,TRUE,TRUE,"sign_flip"
"MGDG/PG||TG/DG","MGDG/PG","MGDG/PG",-0.147487400119628,0.00866501252979942,-0.267763350240464,7.38747911071106e-07,-0.120275950120835,TRUE,TRUE,"stable_or_weak"
"MG/MGDG||MG/PS","MG/MGDG","MG/PS",-0.147344972520325,0.0087332234546341,-0.158206216924476,0.00468519375510373,-0.010861244404151,TRUE,TRUE,"stable_or_weak"
"DGDG/PS||LPE/PG","DGDG/PS","LPE/PG",-0.146913129893434,0.00895273307546105,-0.0940974354985368,0.102133612810141,0.0528156943948973,TRUE,FALSE,"lost_in_LI"
"DG/LPE||PE/PG","DG/LPE","PE/PG",0.146814959457756,0.00899958130271169,-0.035707752513941,0.560922858593995,-0.182522711971697,TRUE,FALSE,"lost_in_LI"
"DG/SQDG||MGDG/LPC","DG/SQDG","MGDG/LPC",0.146667435579004,0.00907283825988395,0.252778411087358,3.20056576144619e-06,0.106110975508354,TRUE,TRUE,"stable_or_weak"
"SQDG/PS||TG/SQDG","SQDG/PS","SQDG/PS",-0.146459829247816,0.00917883350956395,-0.587019239796042,2.48916249976647e-33,-0.440559410548226,TRUE,TRUE,"rewired_strength"
"DGDG/MGDG||SQDG/LPE","DGDG/MGDG","SQDG/LPE",0.14634476062239,0.00923584871002285,-0.117950437341244,0.0385869346302449,-0.264295197963634,TRUE,TRUE,"sign_flip"
"MG/PE||PC/PE","MG/PE","PC/PE",-0.146309891341958,0.00924973179630948,0.141356039493483,0.0121147901516156,0.287665930835441,TRUE,TRUE,"sign_flip"
"MG/PA||SQDG/LPC","MG/PA","SQDG/LPC",0.146110063542558,0.00935331166075784,0.417856558509311,8.00349233023868e-16,0.271746494966754,TRUE,TRUE,"rewired_strength"
"MG/LPE||MGDG/PG","MG/LPE","MGDG/PG",0.145402485375019,0.00974166293098597,0.393043846779017,5.4679140452804e-14,0.247641361403998,TRUE,TRUE,"rewired_strength"
"MGDG/PG||PG/PA","MGDG/PG","PG/PA",-0.145275614839293,0.00980849156406574,0.168150935703729,0.00254291361834607,0.313426550543022,TRUE,TRUE,"sign_flip"
"PE/LPC||SQDG/PA","PE/LPC","SQDG/PA",0.145235112828945,0.00982633273435806,0.508275016697021,6.24413531952228e-24,0.363039903868076,TRUE,TRUE,"rewired_strength"
"PC/MGDG||SQDG/PA","PC/MGDG","SQDG/PA",0.14495240343221,0.00998350229538215,-0.288714959725981,7.92228557851473e-08,-0.433667363158191,TRUE,TRUE,"sign_flip"
"DG/PG||TG/PA","DG/PG","DG/PG",0.144846722689977,0.0100394675459331,0.185097405993761,0.000833378223258817,0.0402506833037839,TRUE,TRUE,"stable_or_weak"
"DGDG/PA||PC/MGDG","DGDG/PA","DGDG/PA",0.144578497455884,0.0101911213495432,-0.290211388306989,6.68943732373951e-08,-0.434789885762873,TRUE,TRUE,"sign_flip"
"DG/MGDG||MG/PS","DG/MGDG","MG/PS",-0.144336826519965,0.0103255283981142,-0.340481893455573,1.37416346499767e-10,-0.196145066935607,TRUE,TRUE,"stable_or_weak"
"SQDG/PS||TG/PA","SQDG/PS","SQDG/PS",-0.144333339591922,0.0103255283981142,-0.213813867781053,9.72494651367846e-05,-0.069480528189131,TRUE,TRUE,"stable_or_weak"
"MGDG/PA||TG/DG","MGDG/PA","MGDG/PA",-0.144276744067528,0.0103538069211596,-0.230980550988276,2.3374086138185e-05,-0.0867038069207475,TRUE,TRUE,"stable_or_weak"
"LPC/PG||MGDG/PA","LPC/PG","LPC/PG",-0.144124928585031,0.0104393524712982,-0.527029056839609,6.07428530366903e-26,-0.382904128254578,TRUE,TRUE,"rewired_strength"
"DG/MGDG||DG/PE","DG/MGDG","DG/MGDG",-0.143964529895043,0.0105307311756423,0.385119400462957,1.94762008972487e-13,0.529083930358,TRUE,TRUE,"sign_flip"
"DGDG/PA||MGDG/PG","DGDG/PA","MGDG/PG",0.143907666145416,0.0105596672796539,0.281485484991457,1.75318363883123e-07,0.137577818846041,TRUE,TRUE,"stable_or_weak"
"DG/PG||LPE/PS","DG/PG","LPE/PS",0.143705692544143,0.0106774907486292,-0.105253995885425,0.0659721014341425,-0.248959688429568,TRUE,FALSE,"lost_in_LI"
"DGDG/SQDG||TG/LPC","DGDG/SQDG","DGDG/SQDG",0.143474482392355,0.0108146323856139,0.28077012829213,1.89177122563576e-07,0.137295645899775,TRUE,TRUE,"stable_or_weak"
"PE/LPE||TG/MG","PE/LPE","PE/LPE",0.143406889633363,0.010850937487062,-0.121201863628926,0.0334745555035822,-0.264608753262289,TRUE,TRUE,"sign_flip"
"MGDG/LPE||PE/PG","MGDG/LPE","MGDG/LPE",0.14337067922676,0.0108677506414651,0.000791532665810134,0.989791059844624,-0.14257914656095,TRUE,FALSE,"lost_in_LI"
"PC/MGDG||TG/MG","PC/MGDG","PC/MGDG",0.143285115377084,0.0109154665754559,0.0850571722086471,0.141785387229517,-0.0582279431684374,TRUE,FALSE,"lost_in_LI"
"MG/PS||TG/LPE","MG/PS","MG/PS",0.142714868529402,0.0112719921378863,-0.260038999949037,1.58992734544233e-06,-0.402753868478439,TRUE,TRUE,"sign_flip"
"LPC/PG||SQDG/PS","LPC/PG","LPC/PG",-0.14237797763538,0.0114849690654317,0.0795582866844947,0.17088057652117,0.221936264319875,TRUE,FALSE,"lost_in_LI"
"DGDG/PG||MG/PS","DGDG/PG","DGDG/PG",0.142133624447121,0.0116399797542329,-0.00339653613932692,0.958974026286523,-0.145530160586448,TRUE,FALSE,"lost_in_LI"
"MG/MGDG||TG/PC","MG/MGDG","MG/MGDG",-0.14188524788035,0.011799543339784,0.291528105981155,5.7714986232073e-08,0.433413353861505,TRUE,TRUE,"sign_flip"
"MG/DGDG||PE/SQDG","MG/DGDG","PE/SQDG",0.141838576689618,0.0118246558367632,-0.113236110626816,0.0473227606875128,-0.255074687316433,TRUE,TRUE,"sign_flip"
"MG/DGDG||PG/PS","MG/DGDG","PG/PS",0.141798879354972,0.0118451169749369,0.143862336080854,0.0105647843897552,0.00206345672588185,TRUE,TRUE,"stable_or_weak"
"PC/PE||TG/LPC","PC/PE","PC/PE",-0.141770715705392,0.0118559026404123,-0.361788096700561,6.85219506466095e-12,-0.220017380995169,TRUE,TRUE,"rewired_strength"
"DG/LPE||DG/SQDG","DG/LPE","DG/LPE",0.141764278299774,0.0118559026404123,0.114216473857428,0.0453697069879422,-0.0275478044423463,TRUE,TRUE,"stable_or_weak"
"DG/SQDG||MGDG/PS","DG/SQDG","MGDG/PS",0.141611389916341,0.0119530605792912,-0.0558141842868293,0.345729113219164,-0.19742557420317,TRUE,FALSE,"lost_in_LI"
"PG/PA||TG/PG","PG/PA","PG/PA",-0.141498198867553,0.012023795065799,-0.178548418678132,0.00130064809086358,-0.0370502198105793,TRUE,TRUE,"stable_or_weak"
"MGDG/PG||SQDG/LPC","MGDG/PG","SQDG/LPC",0.141481837128273,0.0120286176829298,0.393200758540962,5.3401634123318e-14,0.251718921412689,TRUE,TRUE,"rewired_strength"
"DG/PG||TG/LPE","DG/PG","DG/PG",0.141460915560014,0.012036559350077,0.198996301174022,0.000305573428304793,0.0575353856140078,TRUE,TRUE,"stable_or_weak"
"PE/DGDG||TG/LPE","PE/DGDG","PE/DGDG",0.141434629487073,0.0120481752255283,-0.160870498174727,0.00398456920733665,-0.3023051276618,TRUE,TRUE,"sign_flip"
"MG/PS||PC/LPC","MG/PS","PC/LPC",-0.141424168702943,0.0120489780000287,0.0149637493596123,0.81031164911543,0.156387918062556,TRUE,FALSE,"lost_in_LI"
"MG/MGDG||TG/PA","MG/MGDG","MG/MGDG",-0.141375351710338,0.012076035105889,-0.173725460743896,0.00178617954443449,-0.0323501090335576,TRUE,TRUE,"stable_or_weak"
"LPC/PG||TG/PC","LPC/PG","LPC/PG",0.141233460561503,0.0121671839871899,-0.110781313284391,0.0525844714345063,-0.252014773845894,TRUE,FALSE,"lost_in_LI"
"MG/PG||PC/PA","MG/PG","PC/PA",-0.141211197867073,0.012176137592815,-0.121717660754088,0.0327207994976874,0.0194935371129845,TRUE,TRUE,"stable_or_weak"
"DGDG/SQDG||MGDG/LPC","DGDG/SQDG","MGDG/LPC",0.141179010838982,0.0121919533169679,0.240031006837061,1.0462015723418e-05,0.0988519959980795,TRUE,TRUE,"stable_or_weak"
"MG/PS||MGDG/PA","MG/PS","MGDG/PA",-0.141071184294876,0.0122601998731199,0.0606561862126865,0.303450663215059,0.201727370507563,TRUE,FALSE,"lost_in_LI"
"DGDG/SQDG||PE/LPE","DGDG/SQDG","DGDG/SQDG",0.141061259961215,0.0122606486087088,0.0848871174102317,0.142602232397846,-0.0561741425509829,TRUE,FALSE,"lost_in_LI"
"DGDG/LPC||DGDG/PG","DGDG/LPC","DGDG/PG",0.140956652119918,0.0123269870847793,0.427736903232382,1.33713808709541e-16,0.286780251112464,TRUE,TRUE,"rewired_strength"
"DGDG/PA||MG/SQDG","DGDG/PA","DGDG/PA",-0.140846411548706,0.0123975893162663,0.142670611365776,0.0112945647291993,0.283517022914482,TRUE,TRUE,"sign_flip"
"MG/PC||MGDG/PA","MG/PC","MGDG/PA",-0.14079035247478,0.0124304234349348,0.216755762148591,7.70644512238199e-05,0.357546114623372,TRUE,TRUE,"sign_flip"
"DG/MGDG||DG/PA","DG/MGDG","DG/PA",-0.140316398486137,0.0127607695859391,-0.255638764983732,2.44250454350427e-06,-0.115322366497595,TRUE,TRUE,"stable_or_weak"
"PC/PG||TG/LPC","PC/PG","PC/PG",0.140148757714828,0.0128751065417444,-0.321956112987198,1.52738860513702e-09,-0.462104870702026,TRUE,TRUE,"sign_flip"
